knowledge_id,filename,title,domain,knowledge_type,priority,package,served_agents,business_chain_stage,source_strategy,source_type,required_source_categories,minimum_source_count,synthetic_fields,source_requirement,parent_knowledge,depends_on,dependency_rationale,source_authority,normative_force,applicability,status,notes
P003_02,P003_02_需求调研记录.md,电力 AI 智能巡检平台-需求调研记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A10;A11;A12,B02,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP001;TPL002,SOP001;TPL002,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_03,P003_03_需求分析报告.md,电力 AI 智能巡检平台-需求分析报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B02;B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP001;POL005,SOP001;POL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_04,P003_04_解决方案.md,电力 AI 智能巡检平台-解决方案,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A05;A10;A11,B03,SYNTHETIC project facts from project canonical model; solution structure analogically derived from SRC-CASE-006 public case,SYNTHETIC_DERIVED,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP002;TPL003,SOP002;TPL003,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_05,P003_05_报价说明.md,电力 AI 智能巡检平台-报价说明,财务,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A09;A12,B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,POL015;POL016,POL015;POL016,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_06,P003_06_项目立项申请.md,电力 AI 智能巡检平台-项目立项申请,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A12,B04,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP003;TPL001,SOP003;TPL001,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_07,P003_07_WBS与里程碑计划.md,电力 AI 智能巡检平台-WBS与里程碑计划,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A12,B05,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP004;TPL004,SOP004;TPL004,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_08,P003_08_项目启动会材料.md,电力 AI 智能巡检平台-项目启动会材料,会议协同,PROJECT_CASE,P1,PACKAGE-02,A02;A04;A05,B05;B13,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP006;SOP012,SOP006;SOP012,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_09,P003_09_人员配置计划.md,电力 AI 智能巡检平台-人员配置计划,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A07;A08,B06,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP005;DATA011,SOP005;DATA011,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_10,P003_10_招聘需求.md,电力 AI 智能巡检平台-招聘需求,招聘,PROJECT_CASE,P1,PACKAGE-02,A07;A08,B07,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP014;TPL015,SOP014;TPL015,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_11,P003_11_采购申请.md,电力 AI 智能巡检平台-采购申请,采购,PROJECT_CASE,P1,PACKAGE-02,A09;A10;A11,B09,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP016;TPL018,SOP016;TPL018,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_12,P003_12_采购需求规格.md,电力 AI 智能巡检平台-采购需求规格,采购,PROJECT_CASE,P1,PACKAGE-02,A09;A10,B09,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP016;REF013,SOP016;REF013,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_13,P003_13_供应商比选记录.md,电力 AI 智能巡检平台-供应商比选记录,供应商,PROJECT_CASE,P1,PACKAGE-02,A09;A10;A11;A12,B09;B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP017;TPL019,SOP017;TPL019,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_14,P003_14_招投标材料与审查计划.md,电力 AI 智能巡检平台-招投标材料与审查计划,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,POL013;SOP029;SOP030,POL013;SOP029;SOP030,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_15,P003_15_合同审核意见.md,电力 AI 智能巡检平台-合同审核意见,合同履约,PROJECT_CASE,P1,PACKAGE-02,A10;A11,B11,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP018;TPL020,SOP018;TPL020,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_16,P003_16_项目合同摘要.md,电力 AI 智能巡检平台-项目合同摘要,合同履约,PROJECT_CASE,P1,PACKAGE-02,A10;A11;A12,B11,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,POL014;SOP018,POL014;SOP018,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_17,P003_17_项目周报汇总.md,电力 AI 智能巡检平台-项目周报汇总,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A04;A12,B12;B13,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP007;TPL005,SOP007;TPL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_18,P003_18_风险台账.md,电力 AI 智能巡检平台-风险台账,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A10;A11;A12,B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP008;TPL006,SOP008;TPL006,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_19,P003_19_变更记录.md,电力 AI 智能巡检平台-变更记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP009;TPL007,SOP009;TPL007,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_20,P003_20_验收方案.md,电力 AI 智能巡检平台-验收方案,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11,B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP010;TPL008,SOP010;TPL008,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_21,P003_21_验收报告.md,电力 AI 智能巡检平台-验收报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP010;POL014,SOP010;POL014,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_22,P003_22_结项报告.md,电力 AI 智能巡检平台-结项报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A12,B16,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP011;POL005,SOP011;POL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_23,P003_23_项目经营复盘.md,电力 AI 智能巡检平台-项目经营复盘,经营分析,PROJECT_CASE,P1,PACKAGE-02,A02;A11;A12,B17,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,POL016;DATA008;DATA010,POL016;DATA008;DATA010,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_24,P003_24_知识沉淀清单.md,电力 AI 智能巡检平台-知识沉淀清单,知识治理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,B18,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP019;SOP020;SOP021,SOP019;SOP020;SOP021,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
P003_25,P003_25_GPU采购技术规格.md,电力 AI 智能巡检平台-GPU采购技术规格,采购,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B09,SYNTHETIC project facts from project canonical model; GPU specification structure analogically derived from SRC-CASE-015 public case,SYNTHETIC_DERIVED,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP016;REF013,SOP016;REF013,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
P003_26,P003_26_算法指标专项评审.md,电力 AI 智能巡检平台-算法指标专项评审,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B12;B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP002;SOP010,SOP002;SOP010,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
P003_27,P003_27_数据安全评审.md,电力 AI 智能巡检平台-数据安全评审,信息安全数据治理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,POL017;REF003;REF004,POL017;REF003;REF004,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
P003_28,P003_28_视频数据治理说明.md,电力 AI 智能巡检平台-视频数据治理说明,信息安全数据治理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,POL017;KB007,POL017;KB007,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
P003_29,P003_29_技术方案变更评审.md,电力 AI 智能巡检平台-技术方案变更评审,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP009;POL007,SOP009;POL007,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
P003_30,P003_30_验收指标争议纪要.md,电力 AI 智能巡检平台-验收指标争议纪要,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B13;B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP010;SOP012,SOP010;SOP012,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
P003_31,P003_31_算法测试专项报告.md,电力 AI 智能巡检平台-算法测试专项报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A09;A10;A11;A12,B12;B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP010;POL017,SOP010;POL017,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P003 差异化案例；Stage 4 生成正文
CASE001,CASE001_历史项目案例_需求变更与基线控制复盘.md,需求变更与基线控制复盘,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B18,SYNTHETIC cross-project derived case planned for Stage 4,SYNTHETIC_DERIVED,,0,案例情节;项目对比,项目 Canonical Facts 和适用流程,SOP009;P001_19;P002_25;P003_29,SOP009;P001_19;P002_25;P003_29,跨项目案例仅从相关项目事实与领域规则派生。,SYNTHETIC,NONE,DIRECT,planned,Stage 4 生成正文
CASE002,CASE002_历史项目案例_采购合同与成本联动复盘.md,采购合同与成本联动复盘,经营分析,PROJECT_CASE,P1,PACKAGE-02,A02;A09;A11;A12,B18,SYNTHETIC cross-project derived case planned for Stage 4,SYNTHETIC_DERIVED,,0,案例情节;项目对比,项目 Canonical Facts 和适用流程,SOP016;SOP018;P002_29;P003_25,SOP016;SOP018;P002_29;P003_25,跨项目案例仅从相关项目事实与领域规则派生。,SYNTHETIC,NONE,DIRECT,planned,Stage 4 生成正文
CASE003,CASE003_历史项目案例_验收指标与知识沉淀复盘.md,验收指标与知识沉淀复盘,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B18,SYNTHETIC cross-project derived case planned for Stage 4,SYNTHETIC_DERIVED,,0,案例情节;项目对比,项目 Canonical Facts 和适用流程,SOP010;SOP019;P001_21;P003_30,SOP010;SOP019;P001_21;P003_30,跨项目案例仅从相关项目事实与领域规则派生。,SYNTHETIC,NONE,DIRECT,planned,Stage 4 生成正文
CASE004,CASE004_历史项目案例_文档格式与排版正反案例.md,文档格式与排版正反案例,公文规范,PROJECT_CASE,P1,PACKAGE-02,A05;A06,B18,SYNTHETIC cross-project derived case planned for Stage 4,SYNTHETIC_DERIVED,,0,案例情节;项目对比,项目 Canonical Facts 和适用流程,SOP022;SOP023;SOP024;FAQ006,SOP022;SOP023;SOP024;FAQ006,跨项目案例仅从相关项目事实与领域规则派生。,SYNTHETIC,NONE,DIRECT,planned,Stage 4 生成正文
TPL001,TPL001_项目管理_项目立项模板.md,项目立项模板,项目管理,TEMPLATE,P1,PACKAGE-03,A01;A02,B03;B04,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP003,SOP003,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL002,TPL002_项目管理_需求调研模板.md,需求调研模板,项目管理,TEMPLATE,P1,PACKAGE-03,A01;A02,B01;B02,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP001,SOP001,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL003,TPL003_企业文档_解决方案模板.md,解决方案模板,企业文档,TEMPLATE,P1,PACKAGE-03,A01;A05,B02;B03,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP002;KB008,SOP002;KB008,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL004,TPL004_项目管理_WBS计划模板.md,WBS计划模板,项目管理,TEMPLATE,P1,PACKAGE-03,A02,B05,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP004,SOP004,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL005,TPL005_项目管理_项目周报模板.md,项目周报模板,项目管理,TEMPLATE,P1,PACKAGE-03,A02;A04,B12;B13,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP007,SOP007,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL006,TPL006_项目管理_项目风险台账模板.md,项目风险台账模板,项目管理,TEMPLATE,P1,PACKAGE-03,A02;A10;A11,B14,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP008;KB009,SOP008;KB009,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL007,TPL007_项目管理_项目变更单模板.md,项目变更单模板,项目管理,TEMPLATE,P1,PACKAGE-03,A02;A10;A11,B12;B14,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP009,SOP009,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL008,TPL008_项目管理_验收方案模板.md,验收方案模板,项目管理,TEMPLATE,P1,PACKAGE-03,A01;A02;A10;A11,B15,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP010,SOP010,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL009,TPL009_会议协同_会议议程模板.md,会议议程模板,会议协同,TEMPLATE,P1,PACKAGE-03,A02;A04;A05,B13,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP012,SOP012,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL010,TPL010_会议协同_会议纪要模板.md,会议纪要模板,会议协同,TEMPLATE,P1,PACKAGE-03,A02;A04;A05,B13;B18,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP012,SOP012,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL011,TPL011_会议协同_决策与待办清单模板.md,决策与待办清单模板,会议协同,TEMPLATE,P1,PACKAGE-03,A02;A04,B13,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP012,SOP012,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL012,TPL012_公文规范_通知模板.md,通知模板,公文规范,TEMPLATE,P1,PACKAGE-03,A05;A06,B13,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP013;SOP023,SOP013;SOP023,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL013,TPL013_公文规范_请示模板.md,请示模板,公文规范,TEMPLATE,P1,PACKAGE-03,A05;A06,B13,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP013;SOP023,SOP013;SOP023,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL014,TPL014_企业文档_工作报告模板.md,工作报告模板,企业文档,TEMPLATE,P1,PACKAGE-03,A05;A06;A12,B16;B17,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP013;SOP023,SOP013;SOP023,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL015,TPL015_招聘_岗位JD模板.md,岗位JD模板,招聘,TEMPLATE,P1,PACKAGE-03,A07;A08,B07,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP014;POL002,SOP014;POL002,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL016,TPL016_招聘_面试评价表模板.md,面试评价表模板,招聘,TEMPLATE,P1,PACKAGE-03,A07;A08,B07,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP014;FAQ002,SOP014;FAQ002,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL017,TPL017_培训绩效_培训计划模板.md,培训计划模板,培训绩效,TEMPLATE,P1,PACKAGE-03,A08,B08,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP015;POL003,SOP015;POL003,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL018,TPL018_采购_采购申请模板.md,采购申请模板,采购,TEMPLATE,P1,PACKAGE-03,A09,B09,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP016,SOP016,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL019,TPL019_供应商_供应商比选表模板.md,供应商比选表模板,供应商,TEMPLATE,P1,PACKAGE-03,A09;A10,B09;B10,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP017,SOP017,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL020,TPL020_合同履约_合同审查清单模板.md,合同审查清单模板,合同履约,TEMPLATE,P1,PACKAGE-03,A10;A11,B11;B12,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP018;POL014,SOP018;POL014,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL021,TPL021_公文规范_文档格式检查清单.md,文档格式检查清单,公文规范,TEMPLATE,P1,PACKAGE-03,A05;A06,B13;B18,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP022;FAQ006,SOP022;FAQ006,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL022,TPL022_公文规范_格式修复与模板映射记录.md,格式修复与模板映射记录,公文规范,TEMPLATE,P1,PACKAGE-03,A06,B13;B18,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP024;KB008,SOP024;KB008,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL023,TPL023_培训绩效_绩效目标表.md,绩效目标表,培训绩效,TEMPLATE,P1,PACKAGE-03,A08;A12,B08;B17,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP025,SOP025,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL024,TPL024_培训绩效_中期绩效回顾表.md,中期绩效回顾表,培训绩效,TEMPLATE,P1,PACKAGE-03,A02;A08,B08;B17,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP026,SOP026,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL025,TPL025_培训绩效_绩效评价反馈与改进计划模板.md,绩效评价反馈与改进计划模板,培训绩效,TEMPLATE,P1,PACKAGE-03,A07;A08,B08;B17,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP027;SOP028,SOP027;SOP028,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL026,TPL026_招投标_招标文件审查清单.md,招标文件审查清单,招投标,TEMPLATE,P1,PACKAGE-03,A09;A10;A11,B10,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP029;FAQ009,SOP029;FAQ009,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL027,TPL027_招投标_投标文件审核报告模板.md,投标文件审核报告模板,招投标,TEMPLATE,P1,PACKAGE-03,A01;A10;A11,B10,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP030;FAQ009,SOP030;FAQ009,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
TPL028,TPL028_招投标_招投标问题定位模板.md,招投标问题定位模板,招投标,TEMPLATE,P1,PACKAGE-03,A10;A11,B10,SYNTHETIC reusable template,INTERNAL_DERIVED,,0,模板字段;示例值,内部合成模板,SOP029;SOP030;FAQ009,SOP029;SOP030;FAQ009,模板字段与对应流程、制度或检查规则保持一致。,SYNTHETIC,GUIDANCE,DIRECT,planned,
